supplier_name,supplier_code,purchase_batch,product_sku,product_name,unit,qty,cost_unit,total_cost,etiqueta_nuevo
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-449B9500E7,Perforador,Unidad,8.0,4.5,36.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-6F3AFF7E6F,Perforador stapler,Unidad,2.0,4.5,9.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-32AB3A0D9C,Engrampador stapler,Unidad,5.0,5.0,25.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-04EBD80B61,Engrampador artesa,Unidad,2.0,5.0,10.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-59E1F5048A,Engrapador artesco,Unidad,1.0,8.5,8.5,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-120B36A5F6,Cajitas de Grampa,Unidad,12.0,0.8,9.6,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-846F88306F,Tampon Rojo L-T3,Unidad,5.0,2.4,12.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-C6455B5467,Tampon Negro,Unidad,3.0,3.0,9.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-3E4604AF45,Compas,Unidad,18.0,1.166667,21.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-94488B3896,Percheros,Unidad,42.0,0.62619,26.3,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-08D71F3C55,Corazon de regalos,Unidad,3.0,12.0,36.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-95A43F219B,Cordones,Unidad,6.0,0.0,0.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-D937B9BE42,Imperdible Blanco,Unidad,130.0,0.0,0.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-3702ECA90D,Imperdible Amarillo Pequeño,Paquete,1.0,0.0,0.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-AD04CF829D,Gancho Merly,Unidad,38.0,0.210526,8.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-FE809B4294,Libro de Cuentos,Unidad,4.0,1.5,6.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-5972A924E8,cartulinas de pliego a color A4,Unidad,6.0,4.0,24.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-AB321F3F5E,Globos,Ciento,2.0,8.0,16.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-A39A5CB534,Botones,Unidad,57.0,0.666667,38.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-3E2C39E2F6,Escarcha,Unidad,34.0,0.4,13.6,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-4B882EFB24,Lentejuelas JhinPequeñas,Paquete,1.0,8.0,8.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-3D1BE72419,Lentejuelas grandes,Unidad,12.0,0.4,4.8,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-2B270DE01B,Piñes dedecoración,Paquete,1.0,8.0,8.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-D0B9BAA1A3,Ojitos,Paquete,1.0,8.0,8.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-E541A2F517,Mistura Amarilla,unidad,1.0,8.0,8.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-45575800B4,Mistura de Color,unidad,1.0,8.0,8.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-818ED060B7,Dados pequeños,Unidad,100.0,0.25,25.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-5B234D9B53,Luces de colors 200 leds,Unidad,8.0,15.0,120.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-C34DBFF5C5,Pincel Sobre,Sobre,2.0,7.0,14.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-B289F478F3,Cinta navideña,Unidad,1.0,8.0,8.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-CB6A706CAF,guillet,Cajitas,9.0,1.5,13.5,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-6381846E56,Plumon marcador Jumbo L-47 x12,Unidad,6.0,11.0,66.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-7104AD1984,Cuatrimoto 876/886,Unidad,10.0,8.0,80.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-6F46528248,Camion con toro CMN12,Unidad,3.0,7.0,21.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-A37A3F0DA8,Vehiculo Constructor 677-42A,Unidad,5.0,11.0,55.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-C9F006ABBA,vedhiculo constructor 077-31,Unidad,2.0,7.0,14.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-5228AD825B,Vehiculo constructor 5468,Unidad,6.0,6.0,36.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-F7BC5C0A44,Pelota,Unidad,4.0,9.0,36.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-8F27ACC7C0,Camion Ciguena3983 A,Unidad,2.0,8.0,16.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-092DBFBBB5,muñeca 2610,Unidad,11.0,8.0,88.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-4B01AE4F36,muñeca con accesorios 8280,Unidad,5.0,13.0,65.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-4797BF2879,muñeca con accesorios LY 2310,Unidad,5.0,12.0,60.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-25E6A5907E,muñeca con accesorios 8260,Unidad,1.0,6.5,6.5,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-3C3E411E3B,control remoto carro CQ0085-2,Unidad,1.0,25.0,25.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-1AE47B4AA5,vincha 104,Unidad,5.0,1.0,5.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-65B593846C,colet negros,Paquete,6.0,1.0,6.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-D2E3DF6E54,gancho picos de colores,Unidad,11.0,0.636364,7.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-105EDC100D,paquete de ganchos de 6 pares,Paquete,6.0,1.5,9.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-12188D3F87,moñeras,Unidad,28.0,0.535714,15.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-3198E087D3,liga para cabello,Paquete,3.0,1.0,3.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-676E05737E,liga de lana,Paquete,1.0,1.5,1.5,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-0C7D0AC4E6,pirañas grandes,Unidad,9.0,1.5,13.5,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-B513B72D31,pares de pilis,pares,5.0,0.3,1.5,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-AF85D08933,pinza de 12 und,Paquete,2.0,8.0,16.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-E0DA16F501,Espejo Pequeño,Unidad,6.0,0.5,3.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-ECD780DC01,Espejo Mediano,Unidad,2.0,0.7,1.4,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-FEC4345327,Guantes,pares,8.0,2.2,17.6,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-570671D729,Tapa boca negro,Unidad,25.0,0.1,2.5,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-5345D33C2E,Tapa boca pequeño,Unidad,50.0,0.08,4.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-16733DCBFC,Tapa boca pequeño rosado,Unidad,30.0,0.083333,2.5,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-DFEAA60E9C,Peine Pequeño,Unidad,25.0,0.24,6.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-BEC3F203A0,Peine grande,Unidad,11.0,0.5,5.5,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-CD3F82FF5C,Peine con cola,Unidad,10.0,0.5,5.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-479171A7EE,Pulsera ojito,Unidad,11.0,0.636364,7.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-EEA6F85811,crema lechuga pequeño,Unidad,10.0,0.5,5.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-59973D5BF3,Crema Baselina,Unidad,5.0,0.5,2.5,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-63CA56AF32,Crema Lechuga grande,Unidad,4.0,1.0,4.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-8130CA3015,Lana de colores,Unidad,8.0,0.5,4.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-530AAFE75A,silvato pequeño,Unidad,9.0,0.2,1.8,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-6F8D4A1F96,Crema ponst,Unidad,9.0,0.555556,5.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-371E102C11,llajes grande,Unidad,14.0,2.3,32.2,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-35F30621F4,trompos,Unidad,16.0,0.6625,10.6,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-4FD29741F2,taps,unidad,100.0,0.0,0.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-D5444E56E1,pelotitas de llajes,unidad,41.0,0.0,0.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-7BEEA9F353,chapitas,unidad,71.0,0.0,0.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-C61C6AC664,llajes pequeños,unidad,100.0,0.0,0.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-FD56706B4D,papel silufan,unidad,9.0,0.433333,3.9,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-E4F5832814,ula ula,unidad,2.0,4.0,8.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-DD5F83467A,cuaderno loro con  diseño A4 100h,Unidad,47.0,3.978723,187.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-76AF86874F,cuaderno surco con diseño A4 100h,Unidad,20.0,2.34,46.8,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-2AC8F7DDFD,cuaderno surco pequeño 50  h,Unidad,103.0,1.0,103.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-0082F4B909,cuaderno surco pqueño 100 h,Unidad,61.0,1.4,85.4,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-490E89040F,cuaderno loro kinder 70 g,Unidad,45.0,3.9,175.5,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-7346AC1948,Cuaderno surco triple reglon 100 h,Unidad,80.0,2.3025,184.2,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-95A4EA7077,cuaderno surco # 100 h,Unidad,25.0,2.34,58.5,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-EF1D25CD8B,cuaderno layconsa teens # 100 h,Unidad,62.0,3.6,223.2,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-8F4446C65E,cuaderno surco grnade # 50 h,Unidad,27.0,1.4,37.8,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-4BB9031A88,cuaderno surco 1x1,Unidad,18.0,2.34,42.12,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-4164FE1098,cuaderno layconsa teens triple reglon,Unidad,23.0,3.6,82.8,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-4C36B4A224,cuaderno surco 2x2,Unidad,26.0,2.338462,60.8,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-3393692610,cuaderno layconsa estudiante # 100 h,Unidad,27.0,4.0,108.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-9E525049DE,cuaderno surco rayado 100 h,Unidad,22.0,2.34,51.48,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-CFD9211956,cuaderno layconsa puppy # 100 h,Unidad,18.0,4.3,77.4,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-5D1CA38400,"cuaderno stanford,universal, collaje #",Unidad,11.0,5.0,55.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-23FF19E6E5,cuaderno stanford kist triple max,Unidad,6.0,5.0,30.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-AA3D410E31,cuaderno layconsa estudiante rayado 100 h,Unidad,11.0,2.145455,23.6,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-2101C27711,cuadernouniversal 1x1,Unidad,5.0,5.0,25.0,
Tania Yucra,SUP-TANIA-YUCRA,COMPRA-HOJA1-TANIA-YUCRA,SKU-833F6730BA,cuaderno arcoiris triple reglon,Unidad,6.0,2.3,13.8,
