supplier_name,supplier_code,purchase_batch,product_sku,product_name,unit,qty,cost_unit,total_cost,etiqueta_nuevo
Empresa Ayrampo,SUP-EMPRESA-AYRAMPO,COMPRA-HOJA1-EMPRESA-AYRAMPO,SKU-B1DE97BF6F,brocheta intermedia,Sobre,6.0,1.333333,8.0,
Empresa Ayrampo,SUP-EMPRESA-AYRAMPO,COMPRA-HOJA1-EMPRESA-AYRAMPO,SKU-96FF456458,cortauña pequeña,Unidad,24.0,0.666667,16.0,
Empresa Ayrampo,SUP-EMPRESA-AYRAMPO,COMPRA-HOJA1-EMPRESA-AYRAMPO,SKU-9DACA2AC67,betun negro mediano,unidad,12.0,2.166667,26.0,
Empresa Ayrampo,SUP-EMPRESA-AYRAMPO,COMPRA-HOJA1-EMPRESA-AYRAMPO,SKU-E784193A9C,adornos para el dia del padre,unidad,12.0,0.583333,7.0,
Empresa Ayrampo,SUP-EMPRESA-AYRAMPO,COMPRA-HOJA1-EMPRESA-AYRAMPO,SKU-34FB243C18,papel boom acolor pastel,Paquete,1.0,20.0,20.0,
Empresa Ayrampo,SUP-EMPRESA-AYRAMPO,COMPRA-HOJA1-EMPRESA-AYRAMPO,SKU-9D9DA3D551,escarapela,Paquete,72.0,0.194444,14.0,
Empresa Ayrampo,SUP-EMPRESA-AYRAMPO,COMPRA-HOJA1-EMPRESA-AYRAMPO,SKU-AAD11162D5,adorno niño selvatico,unidad,12.0,2.0,24.0,
Empresa Ayrampo,SUP-EMPRESA-AYRAMPO,COMPRA-HOJA1-EMPRESA-AYRAMPO,SKU-65B092F11F,cholito,unidad,12.0,2.0,24.0,
Empresa Ayrampo,SUP-EMPRESA-AYRAMPO,COMPRA-HOJA1-EMPRESA-AYRAMPO,SKU-2BEED389E4,perlas adornos,unidad,12.0,1.166667,14.0,
Empresa Ayrampo,SUP-EMPRESA-AYRAMPO,COMPRA-HOJA1-EMPRESA-AYRAMPO,SKU-F80351F0F5,cinta de agua,unidad,12.0,1.833333,22.0,
Empresa Ayrampo,SUP-EMPRESA-AYRAMPO,COMPRA-HOJA1-EMPRESA-AYRAMPO,SKU-1B4019FFD0,carton cartulina,1/2 Ciento,50.0,0.9,45.0,
Empresa Ayrampo,SUP-EMPRESA-AYRAMPO,COMPRA-HOJA1-EMPRESA-AYRAMPO,SKU-41BFC833EE,lapicero azul rojo layconsa,Cajitas,2.0,8.5,17.0,
Empresa Ayrampo,SUP-EMPRESA-AYRAMPO,COMPRA-HOJA1-EMPRESA-AYRAMPO,SKU-7CD255990C,silicona liquida pequeña,Cajas,1.0,26.0,26.0,
Empresa Ayrampo,SUP-EMPRESA-AYRAMPO,COMPRA-HOJA1-EMPRESA-AYRAMPO,SKU-6E4CFB4AB7,cinta de cabello verde y kaky,unidad,12.0,3.0,36.0,
