sale_ref,customer_code,customer_name,product_sku,product_name,brand,tipo,unit,qty,price_unit,line_total,cost_total,profit_total,weeks
VENTA-2025-0196,CLI-2025,clients-2025,SKU-B513B72D31,pares de pilis,,,pares,2.0,1.0,2.0,0.6,1.4,SEMANA-1-A
VENTA-2025-0197,CLI-2025,clients-2025,SKU-B6B52CD788,borradores patita,,,unidad,2.0,3.0,6.0,6.0,0.0,SEMANA-3-A
VENTA-2025-0198,CLI-2025,clients-2025,SKU-B763AB4CA4,Tijeras Acolores,,Tijera,Unidad,4.0,1.5,6.0,2.4941,3.5059,"SEMANA-1-A,SEMANA-3-A"
VENTA-2025-0199,CLI-2025,clients-2025,SKU-B82DE634A2,Papel Cuadrimax 2x2,,Papel,Unidad,13.0,0.7,9.1,2.665,6.435,SEMANA-2-A
VENTA-2025-0200,CLI-2025,clients-2025,SKU-B8814F277F,lapiceros osito,,,unidad,1.0,1.0,1.0,1.0,0.0,SEMANA-1-A
VENTA-2025-0201,CLI-2025,clients-2025,SKU-B8814F277F,lapiceros osito,,,unidad,1.0,2.0,2.0,2.0,0.0,SEMANA-3-A
VENTA-2025-0202,CLI-2025,clients-2025,SKU-B977212681,Papel Arcoiris,,Papel,1/2 millar,1.0,30.0,30.0,19.0,11.0,SEMANA-1-A
VENTA-2025-0203,CLI-2025,clients-2025,SKU-BA273CD9CC,Plumon indeleble azul y negro,Eco,Plumon,unidad,3.0,2.5,7.5,2.5,5.0,SEMANA-1-A
VENTA-2025-0204,CLI-2025,clients-2025,SKU-BA9E6F373B,STIKER DE PRECIOS,,,unidad,3.0,2.0,6.0,3.0,3.0,SEMANA-1-A
VENTA-2025-0205,CLI-2025,clients-2025,SKU-BEC3F203A0,Peine grande,,,Unidad,1.0,1.0,1.0,0.5,0.5,SEMANA-1-A
VENTA-2025-0206,CLI-2025,clients-2025,SKU-BF27740F3E,Goma liquida 250g,Layconsa,Goma,unidad,9.0,4.0,36.0,25.5,10.5,SEMANA-1-A
VENTA-2025-0207,CLI-2025,clients-2025,SKU-C031FE8F76,cuadernos anillados capibara,,,unidad,2.0,5.0,10.0,5.25,4.75,SEMANA-3-A
VENTA-2025-0208,CLI-2025,clients-2025,SKU-C2A71FB517,Jabon liquido pequeño,,,Unidad,3.0,5.0,15.0,9.9947,5.0053,"SEMANA-1-A,SEMANA-2-A"
VENTA-2025-0209,CLI-2025,clients-2025,SKU-C2CDBEE0B5,Sketch book 25h,,Sketch Book,Unidad,4.0,4.5,18.0,10.6571,7.3429,SEMANA-1-A
VENTA-2025-0210,CLI-2025,clients-2025,SKU-C34DBFF5C5,Pincel Sobre,,,Unidad,20.0,2.0,40.0,18.3333,21.6667,"SEMANA-1-A,SEMANA-1-B"
VENTA-2025-0211,CLI-2025,clients-2025,SKU-C6455B5467,Tampon Negro,Artesco,Tampon,Unidad,2.0,5.0,10.0,6.0,4.0,"SEMANA-1-A,SEMANA-2-A"
VENTA-2025-0212,CLI-2025,clients-2025,SKU-C74ADF4922,Hojas de color 100 und,,,unidad,200.0,2.0,400.0,280.0,120.0,SEMANA-1-A
VENTA-2025-0213,CLI-2025,clients-2025,SKU-C756F39052,Baja Lengua de color pequeño,,,Unidad,3.0,1.5,4.5,1.8,2.7,SEMANA-2-A
VENTA-2025-0214,CLI-2025,clients-2025,SKU-CB9437A81C,"bolson de l,ona",,,unidad,4.0,8.0,32.0,26.0,6.0,SEMANA-1-A
VENTA-2025-0215,CLI-2025,clients-2025,SKU-CBB8FF3308,Perforador,Artesco,Perforador,Unidad,1.0,12.0,12.0,5.5,6.5,SEMANA-2-A
VENTA-2025-0216,CLI-2025,clients-2025,SKU-CC0A8E99BA,Forro vinifan A4,Perufan,Forro Vinifan,Unidad,6.0,4.5,27.0,21.0,6.0,SEMANA-1-A
VENTA-2025-0217,CLI-2025,clients-2025,SKU-CC7C567DF1,Lapiz Jumbo,Layconsa,Lapiz,unidad,4.0,1.5,6.0,3.3333,2.6667,SEMANA-1-A
VENTA-2025-0218,CLI-2025,clients-2025,SKU-CD28C46730,Fastener de metal,Artesco,,Unidad,1.0,0.5,0.5,0.08,0.42,SEMANA-1-A
VENTA-2025-0219,CLI-2025,clients-2025,SKU-CD3F82FF5C,Peine con cola,,,Unidad,1.0,1.0,1.0,0.5,0.5,SEMANA-1-A
VENTA-2025-0220,CLI-2025,clients-2025,SKU-CE0CB129E5,Corrector 9ML,Faber Castell,Corector,Unidad,8.0,3.0,24.0,14.6667,9.3333,"SEMANA-1-A,SEMANA-3-A"
VENTA-2025-0221,CLI-2025,clients-2025,SKU-CEFF1F2EA0,lapicero 060 azul rojo,Faber Castell,Lapicero,unidad,18.0,2.0,36.0,19.5,16.5,"SEMANA-1-A,SEMANA-3-A"
VENTA-2025-0222,CLI-2025,clients-2025,SKU-CF887E5EC4,Goma en barra 8 gr,Layconsa,Goma,unidad,2.0,2.5,5.0,2.2,2.8,SEMANA-3-A
VENTA-2025-0223,CLI-2025,clients-2025,SKU-CFBA4FF0E5,Lapicero borrrable chocolate osito,,,unidad,1.0,3.5,3.5,1.8,1.7,SEMANA-1-A
VENTA-2025-0224,CLI-2025,clients-2025,SKU-CFD9211956,cuaderno layconsa puppy # 100 h,Layconsa,cuadernos,Unidad,4.0,5.0,20.0,17.2,2.8,SEMANA-1-A
VENTA-2025-0225,CLI-2025,clients-2025,SKU-D0B9BAA1A3,Ojitos,,,Unidad,2.0,1.0,2.0,1.3333,0.6667,"SEMANA-1-A,SEMANA-3-A"
VENTA-2025-0226,CLI-2025,clients-2025,SKU-D458444EA7,Sketch book 50h,,Sketch Book,Unidad,5.0,8.0,40.0,40.0,0.0,SEMANA-1-A
VENTA-2025-0227,CLI-2025,clients-2025,SKU-D726876DA1,Cartulina Negra,,Papel,unidad,19.0,1.5,28.5,9.5,19.0,"SEMANA-2-A,SEMANA-3-A"
VENTA-2025-0228,CLI-2025,clients-2025,SKU-D740B5A41D,Goma en barra 40Gr,Faber Castell,Goma,Unidad,3.0,5.0,15.0,12.0,3.0,SEMANA-1-A
VENTA-2025-0229,CLI-2025,clients-2025,SKU-D7B21404F3,Llavero capibara monedero,,,unidad,1.0,8.0,8.0,5.8,2.2,SEMANA-1-A
VENTA-2025-0230,CLI-2025,clients-2025,SKU-D80DB7710E,papel sedita,,,unidad,6.0,0.5,3.0,1.08,1.92,"SEMANA-2-A,SEMANA-3-A"
VENTA-2025-0231,CLI-2025,clients-2025,SKU-D8947D85F1,Pincel surtido 0/00/000,,Pincel,unidad,6.0,1.0,6.0,4.0,2.0,SEMANA-1-A
VENTA-2025-0232,CLI-2025,clients-2025,SKU-D8FC9604BF,Goma en barra 40g,Artesco,Goma,unidad,6.0,5.0,30.0,18.0,12.0,"SEMANA-1-A,SEMANA-2-A,SEMANA-3-A"
VENTA-2025-0233,CLI-2025,clients-2025,SKU-D9A535C356,Pozzis limpiatipo,,,Unidad,3.0,4.0,12.0,5.4833,6.5167,"SEMANA-1-A,SEMANA-1-B"
VENTA-2025-0234,CLI-2025,clients-2025,SKU-DAADE270A8,Folder doble tapa,,,unidad,3.0,7.0,21.0,16.5,4.5,SEMANA-1-A
VENTA-2025-0235,CLI-2025,clients-2025,SKU-DCB1B82D14,Plumon de pizarra vikingo x12,,,unidad,5.0,2.0,10.0,4.5833,5.4167,"SEMANA-2-A,SEMANA-3-A"
VENTA-2025-0236,CLI-2025,clients-2025,SKU-DD5F83467A,cuaderno loro con  diseño A4 100h,loro,cuadernos,Unidad,7.0,5.5,38.5,27.8511,10.6489,SEMANA-1-A
VENTA-2025-0237,CLI-2025,clients-2025,SKU-DDAC91E10D,Papel boom,,Papel,unidad,4.0,18.0,72.0,49.6,22.4,"SEMANA-1-A,SEMANA-3-A"
VENTA-2025-0238,CLI-2025,clients-2025,SKU-DFB871122D,Temperas x7,Layconsa,Tempera,Cajitas,9.0,7.0,63.0,45.0,18.0,SEMANA-1-A
VENTA-2025-0239,CLI-2025,clients-2025,SKU-DFEAA60E9C,Peine Pequeño,,,Unidad,1.0,0.8,0.8,0.24,0.56,SEMANA-3-A
VENTA-2025-0240,CLI-2025,clients-2025,SKU-E082FFFBDB,Base 10,,Juegos didacticos,unidad,5.0,27.0,135.0,40.0,95.0,SEMANA-1-A
VENTA-2025-0241,CLI-2025,clients-2025,SKU-E29E5C3C39,Lapicero Trilux-031,Faber Castell,Lapicero,Unidad,11.0,1.0,11.0,5.2609,5.7391,"SEMANA-1-A,SEMANA-2-A,SEMANA-3-A"
VENTA-2025-0242,CLI-2025,clients-2025,SKU-E325832F3F,Escobilla Pequeña de Zapato,,,Unidad,2.0,2.5,5.0,2.0,3.0,"SEMANA-1-A,SEMANA-3-A"
VENTA-2025-0243,CLI-2025,clients-2025,SKU-E4B751776A,tapitas de botella,,Juegos didacticos,unidad,40.0,0.2,8.0,3.6,4.4,SEMANA-1-A
VENTA-2025-0244,CLI-2025,clients-2025,SKU-E4F5832814,ula ula,,,unidad,2.0,5.0,10.0,8.0,2.0,"SEMANA-1-A,SEMANA-2-A"
VENTA-2025-0245,CLI-2025,clients-2025,SKU-E51E19D0B3,Papel Cuadriculado 1x1,,Papel,Unidad,42.0,0.7,29.4,9.1971,20.2029,SEMANA-2-A
VENTA-2025-0246,CLI-2025,clients-2025,SKU-E6ECA4BB2D,Goma Liquida Mar David 60gr,,Goma,Unidad,6.0,1.5,9.0,5.4667,3.5333,"SEMANA-1-A,SEMANA-3-A"
VENTA-2025-0247,CLI-2025,clients-2025,SKU-E7A85984D4,"lapicero azul, rojo, negro y verde",Youmei,Lapicero,unidad,18.0,2.0,36.0,18.75,17.25,"SEMANA-1-A,SEMANA-3-A"
VENTA-2025-0248,CLI-2025,clients-2025,SKU-E8640331AC,cuadernos stanford 1x1,"stanford,",cuadernos,unidad,1.0,8.0,8.0,5.4,2.6,SEMANA-1-A
VENTA-2025-0249,CLI-2025,clients-2025,SKU-E9EF9D1B06,Fastener de Gusano,Artesco,,Unidad,14.0,2.0,28.0,13.4313,14.5687,SEMANA-1-A
VENTA-2025-0250,CLI-2025,clients-2025,SKU-EAF5D42FCB,Saca Punta con Deposito,Oval,Saca Punta,Unidad,10.0,2.0,20.0,10.0,10.0,"SEMANA-1-A,SEMANA-3-A"
VENTA-2025-0251,CLI-2025,clients-2025,SKU-EC244CF0A7,Cartulina Fosforesente,,Papel,Unidad,3.0,4.5,13.5,7.5,6.0,"SEMANA-2-A,SEMANA-3-A"
VENTA-2025-0252,CLI-2025,clients-2025,SKU-EE5659CFF7,Cinta Grande Durango embalaje,,Cinta,Unidad,8.0,5.0,40.0,19.8333,20.1667,"SEMANA-1-A,SEMANA-1-B,SEMANA-3-A"
VENTA-2025-0253,CLI-2025,clients-2025,SKU-EEDF6B72FC,Jaboneras,,,Unidad,3.0,2.0,6.0,3.0,3.0,SEMANA-1-A
VENTA-2025-0254,CLI-2025,clients-2025,SKU-EF1D25CD8B,cuaderno layconsa teens # 100 h,Layconsa,cuadernos,Unidad,22.0,5.0,110.0,79.2,30.8,SEMANA-1-A
VENTA-2025-0255,CLI-2025,clients-2025,SKU-F0552067DA,Cuadernos stanford 2x2,"stanford,",cuadernos,unidad,2.0,8.0,16.0,10.8,5.2,SEMANA-1-A
VENTA-2025-0256,CLI-2025,clients-2025,SKU-F06AE39D3D,Hizopo,,,Unidad,4.0,1.5,6.0,3.6667,2.3333,"SEMANA-1-A,SEMANA-1-B"
VENTA-2025-0257,CLI-2025,clients-2025,SKU-F0BB6DEF54,Papel de regalo,,Papel,Unidad,6.0,0.7,4.2,1.677,2.523,"SEMANA-2-A,SEMANA-3-A"
VENTA-2025-0258,CLI-2025,clients-2025,SKU-F0F3D54703,Cinta Maskin shurtaple 2*15,,Cinta,unidad,8.0,4.5,36.0,17.3333,18.6667,"SEMANA-1-A,SEMANA-3-A"
VENTA-2025-0259,CLI-2025,clients-2025,SKU-F3BED90DF2,Corrector,,,unidad,1.0,2.0,2.0,1.4,0.6,SEMANA-2-A
VENTA-2025-0260,CLI-2025,clients-2025,SKU-F3BED90DF2,Corrector,,,unidad,3.0,3.5,10.5,6.6,3.9,SEMANA-1-A
VENTA-2025-0261,CLI-2025,clients-2025,SKU-F5EC060813,Lapicero Trilux Azul-032,Faber Castell,Lapicero,Unidad,14.0,1.0,14.0,6.16,7.84,"SEMANA-1-A,SEMANA-2-A,SEMANA-3-A"
VENTA-2025-0262,CLI-2025,clients-2025,SKU-F7DA7DEB25,borradores transparentes,,,unidad,3.0,2.5,7.5,7.5,0.0,SEMANA-3-A
VENTA-2025-0263,CLI-2025,clients-2025,SKU-F8C11BD284,Tabla periodica,,,Unidad,2.0,1.5,3.0,1.3333,1.6667,SEMANA-1-A
VENTA-2025-0264,CLI-2025,clients-2025,SKU-F901C51CE7,Goma en barra 21Gr,Layconsa,Goma,Unidad,5.0,3.5,17.5,9.0,8.5,"SEMANA-1-A,SEMANA-3-A"
VENTA-2025-0265,CLI-2025,clients-2025,SKU-FA80AA5B55,Toalla con diseño,,Toallas,Unidad,7.0,5.0,35.0,25.0,10.0,"SEMANA-1-A,SEMANA-1-B"
VENTA-2025-0266,CLI-2025,clients-2025,SKU-FAB7A65F90,Reglas de 20 cm,Layconsa,Regla,Unidad,4.0,1.0,4.0,2.2316,1.7684,SEMANA-1-A
VENTA-2025-0267,CLI-2025,clients-2025,SKU-FB6932B48B,Baja Lengua  de color grande,,,Unidad,9.0,2.0,18.0,5.5,12.5,"SEMANA-1-A,SEMANA-1-B"
VENTA-2025-0268,CLI-2025,clients-2025,SKU-FD56706B4D,papel silufan,,,unidad,1.0,1.0,1.0,0.4333,0.5667,SEMANA-2-A
VENTA-2025-0269,CLI-2025,clients-2025,SKU-FE61DF628C,Cinta Maskin Pegafan 48mm,,Cinta,Unidad,2.0,5.0,10.0,6.3333,3.6667,SEMANA-1-A
VENTA-2025-0270,CLI-2025,clients-2025,SKU-FE809B4294,Libro de Cuentos,,,Unidad,4.0,4.0,16.0,9.0,7.0,"SEMANA-1-A,SEMANA-1-B"
VENTA-2025-0271,CLI-2025,clients-2025,SKU-FEB8C87076,Cinta Maskin shurtape 1/2*15,,Cinta,Unidad,1.0,1.5,1.5,0.8333,0.6667,SEMANA-1-A
VENTA-2025-0272,CLI-2025,clients-2025,SKU-FEBDB0D6D3,Silicona liquida 100g,Layconsa,silicona,unidad,3.0,4.5,13.5,9.0,4.5,SEMANA-1-A
VENTA-2025-0273,CLI-2025,clients-2025,SKU-FEE239E19B,Plumon Acrilico L-123,Layconsa,Plumon,Unidad,28.0,2.5,70.0,35.0,35.0,"SEMANA-1-A,SEMANA-2-A"
VENTA-2025-0274,CLI-2025,clients-2025,SKU-FF0A8D4DCB,Plastilina,Layconsa,plastilina,Unidad,11.0,5.5,60.5,32.0833,28.4167,"SEMANA-1-A,SEMANA-3-A"
