excel_sheet,excel_row,id_articulo_excel,etiqueta_nuevo,tipo,marca,nombre,cantidad_count,unidad_medida,precio_inicial,costo_total,precio_por_unidad,precio_venta_sugerido
Hoja 4,62,,False,Pincel,,Pincel Escolar 1-6 Besco,125.0,Unidad,0.6664,83.3,0.6664,1.0
Hoja 4,63,NUEVO,True,,,Hizopo,3.0,Unidad,1.0,3.0,1.0,1.5
Hoja 4,64,NUEVO,True,,,Pozzis limpiatipo,8.0,Unidad,1.825,14.6,1.825,3.5
Hoja 4,65,NUEVO,True,,,Stikers Have Love,50.0,Unidad,0.48,24.0,0.48,1.0
Hoja 4,66,,False,,,Nombre de cuaderno,100.0,Unidad,0.1,10.0,0.1,0.3
Hoja 4,67,,False,,,Stikers de Portada - Plancha,4.0,Unidad,3.0,12.0,0.125,0.2
Hoja 4,68,,False,,,Tableros Acrilicos,3.0,Unidad,7.0,21.0,7.0,10.0
Hoja 4,69,,False,SketchBook,,Sketch book 15h,24.0,Unidad,2.166666667,52.0,2.166666667,4.0
Hoja 4,70,,False,Sketch Book,,Sketch book 25h,14.0,Unidad,2.664285714,37.3,2.664285714,6.0
Hoja 4,71,,False,Sketch Book,,Sketch book 50h,15.0,Unidad,8.0,120.0,8.0,12.0
Hoja 4,72,,False,,,Tabla periodica,15.0,Unidad,0.6666666667,10.0,0.6666666667,1.5
Hoja 4,73,,False,,,Cometas,15.0,Unidad,0.0,0.0,0.0,0.0
Hoja 4,74,,False,,,Banderas,6.0,Unidad,0.0,0.0,0.0,0.0
Hoja 4,75,NUEVO,True,,,Microporoso Glitter self Adhesivo letras escarchados,14.0,Unidad,0.8,11.2,0.8,1.5
